comment_id,message,plu_pro,sin_pro,word_count,char_count,allcaps_c,emoji_count,emoji_categories,clarity_mean,arousal_mean,valence_mean,familarity_mean,complexity_mean
ct_477,:blue_heart::blue_heart::blue_heart:,0,0,1,36,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_478,ahh cherry b girl might be played then,0,0,8,38,0,0,[],[],[],[],[],[]
ct_486,:shooting_star::shooting_star::shooting_star::shooting_star::shooting_star::shooting_star:,0,0,1,90,0,6,"['sky & weather', 'sky & weather', 'sky & weather', 'sky & weather', 'sky & weather', 'sky & weather']",[],[],[],[],[]
ct_487,i was in the rah that night..totally spellbound by it :),0,1,11,56,1,0,[],[],[],[],[],[]
ct_489,some richard wrigth here,0,0,4,24,0,0,[],[],[],[],[],[]
ct_490,:face-fuchsia-wide-eyes:,0,0,1,24,0,0,[],[],[],[],[],[]
ct_492,:musical_keyboard: :musical_keyboard: :musical_keyboard: :sparkles:,0,0,4,67,0,4,"['event', 'musical-instrument', 'musical-instrument', 'musical-instrument']",[],[],[],[],[]
ct_494,26 years and still so vanguard masters,0,0,7,38,0,0,[],[],[],[],[],[]
ct_496,reminders of the past,0,0,4,21,0,0,[],[],[],[],[],[]
ct_498,:thumbs_up::thumbs_up::thumbs_up:,0,0,1,33,0,3,"['hand-fingers-closed', 'hand-fingers-closed', 'hand-fingers-closed']",[],[],[],[],[]
ct_499,moo safari - the last great album ,0,0,7,34,0,0,[],[],[],[],[],[]
ct_500,flash back,0,0,2,10,0,0,[],[],[],[],[],[]
ct_503,:sparkling_heart::sparkling_heart::sparkling_heart:,0,0,1,51,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_504,@arte concert :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,3,80,1,0,[],[],[],[],[],[]
ct_508,is this recording from the 30/5 or 31/5 ?? @arte concert,0,0,11,56,1,0,[],[],[],[],[],[]
ct_511,can someone translate to english what arte said please ,0,0,9,55,1,0,[],[],[],[],[],[]
ct_512,amazing :smiling_face_with_heart_eyes:,0,0,2,38,0,1,['face-affection'],[78.142857],[49.642857],[91.464286],[88.214286],[41.821429]
ct_517,thank you ,0,0,2,10,0,0,[],[],[],[],[],[]
ct_520,:fireworks::fireworks::fireworks:,0,0,1,33,0,3,"['event', 'event', 'event']",[],[],[],[],[]
ct_523,@popcorntommy vod will keep here for you to listen further,0,0,10,58,1,0,[],[],[],[],[],[]
ct_524,this is so cosmic. as if our planet is emitting this music into the galaxy. incredible :red_heart:,1,0,17,98,0,1,['emotion'],[],[],[],[],[]
ct_526,this is pure bliss,0,0,4,18,0,0,[],[],[],[],[],[]
ct_529,this one oooof,0,0,3,14,1,0,[],[],[],[],[],[]
ct_530,@ f c,0,0,3,5,0,0,[],[],[],[],[],[]
ct_532,this is the one 4me :dashing_away::dashing_away:,0,0,6,48,0,2,"['emotion', 'emotion']",[],[],[],[],[]
ct_533,this is my absolute fav :red_heart:,0,1,6,35,0,1,['emotion'],[],[],[],[],[]
ct_536,:red_heart:,0,0,1,11,0,1,['emotion'],[],[],[],[],[]
ct_538,:smiling_face_with_smiling_eyes:,0,0,1,32,0,1,['face-smiling'],[80.785714],[25.678571],[87.464286],[88.5],[20.607143]
ct_539,thanks so much arte :folded_hands:,0,0,5,34,0,1,['hands'],[],[],[],[],[]
ct_540,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,0,0,1,88,0,8,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_541,:thanksdoc:,0,0,1,11,0,1,[],[],[],[],[],[]
ct_543,daft punk stole everything from air,0,0,6,35,0,0,[],[],[],[],[],[]
ct_545,love this so much. ,0,0,4,19,0,0,[],[],[],[],[],[]
ct_546,radian is the next song (says the setlist) @headsknow ,0,0,9,54,0,0,[],[],[],[],[],[]
ct_548,pure joy!:sparkling_heart::victory_hand:,0,0,2,40,0,2,"['emotion', 'hand-fingers-partial']",[],[],[],[],[]
ct_549,"i was there the day before, on 30/5. a dream come true to see this live :sparkles::red_heart:",0,1,17,93,0,2,"['emotion', 'event']",[],[],[],[],[]
ct_551,austin tx awaits :raising_hands_medium_skin_tone:,0,0,4,49,1,1,[],[],[],[],[],[]
ct_552,:tulip::tulip::rose::rose::sunflower::cherry_blossom::white_flower::rosette:,0,0,1,76,0,8,"['plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower']",[],[],[],[],[]
ct_553,i'm traveling far far away right now...:shooting_star:,0,1,7,54,0,1,['sky & weather'],[],[],[],[],[]
ct_554,one of the best concerts i ever visited,0,1,8,39,0,0,[],[],[],[],[],[]
ct_555,tom or mattie who reps 0161 most,0,0,7,32,4,0,[],[],[],[],[],[]
ct_556,so selection of songs after this album end song then?,0,0,10,53,0,0,[],[],[],[],[],[]
ct_562,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,64,0,2,[],[],[],[],[],[]
ct_572,another please!!! t.t,0,0,3,21,0,0,[],[],[],[],[],[]
ct_577,:shooting_star::shooting_star:,0,0,1,30,0,2,"['sky & weather', 'sky & weather']",[],[],[],[],[]
ct_579,:glowing_star:,0,0,1,14,0,1,['sky & weather'],[],[],[],[],[]
ct_582,@doughnut doney yes 9 more songs,0,0,6,32,0,0,[],[],[],[],[],[]
ct_583,well there is radian,0,0,4,20,0,0,[],[],[],[],[],[]
ct_586,:clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone:,0,0,1,273,0,0,[],[],[],[],[],[]
ct_591,i'm happy for you @headsknow ,0,1,5,29,0,0,[],[],[],[],[],[]
ct_594,thanks ,0,0,1,7,0,0,[],[],[],[],[],[]
ct_595,:face_savoring_food:,0,0,1,20,0,1,['face-tongue'],[58.074074],[44.37037],[82.925926],[70.222222],[40.148148]
ct_597,:musical_score::banjo::musical_keyboard:,0,0,1,40,0,3,"['music', 'musical-instrument', 'musical-instrument']",[],[],[],[],[]
ct_599,@headsknow me too since the first track ,0,1,7,40,0,0,[],[],[],[],[],[]
ct_600,muay thai and muy loco,0,0,5,22,5,0,[],[],[],[],[],[]
ct_601,mellotron flute :heart_with_ribbon:,0,0,3,35,0,1,['emotion'],[],[],[],[],[]
ct_603,"plz say ""cherry blossom girl"" was one of the 9 other tracks?",0,0,12,60,0,0,[],[],[],[],[],[]
ct_604,:full_moon::waning_gibbous_moon::last_quarter_moon::waning_crescent_moon::new_moon:,0,0,1,83,0,5,"['sky & weather', 'sky & weather', 'sky & weather', 'sky & weather', 'sky & weather']",[],[],[],[],[]
ct_605,venus cherry blossom girl run highschool lover surfing on a rocket don't be light ...,0,0,15,85,0,0,[],[],[],[],[],[]
ct_606,yes it is,0,0,3,9,0,0,[],[],[],[],[],[]
ct_607,it's coming...,0,0,2,14,0,0,[],[],[],[],[],[]
ct_608,great selection of other songs,0,0,5,30,0,0,[],[],[],[],[],[]
ct_609,great its on,0,0,3,12,0,0,[],[],[],[],[],[]
ct_610,:blue_heart::white_heart::heart_suit:,0,0,1,37,0,3,"['emotion', 'emotion', 'game']",[],[],[],[],[]
ct_612,sexy cowboy,0,0,2,11,0,0,[],[],[],[],[],[]
ct_613,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,96,0,3,[],[],[],[],[],[]
ct_616,oush this one,0,0,3,13,0,0,[],[],[],[],[],[]
ct_618,wake up today with a heart in my hand,0,1,9,37,8,0,[],[],[],[],[],[]
ct_619,uuuuuiii:red_heart::red_heart::red_heart::red_heart:,0,0,1,52,0,4,"['emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_620,"yeah, the next song is cherry blossom girl ",0,0,8,43,0,0,[],[],[],[],[],[]
ct_621,then alone in kyoto and electronic performers encore,0,0,8,52,0,0,[],[],[],[],[],[]
ct_624,air is comming to chile on novemebr ctmmmmmmmmmmmmmmm,0,0,8,53,2,0,[],[],[],[],[],[]
ct_627,:glowing_star: :glowing_star: :glowing_star:,0,0,3,44,0,3,"['sky & weather', 'sky & weather', 'sky & weather']",[],[],[],[],[]
ct_628,when ur upset i will hug you like a life jacket in the ocean of hate,0,1,16,68,14,0,[],[],[],[],[],[]
ct_629,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_630,si!!! vienen al fauna primavera :red_heart::red_heart:,0,0,6,54,0,2,"['emotion', 'emotion']",[],[],[],[],[]
ct_633,but if u need help,0,0,5,18,4,0,[],[],[],[],[],[]
ct_634,i we us kamala will carry you to the finish line ,2,1,11,49,10,0,[],[],[],[],[],[]
ct_636,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,0,0,1,99,0,9,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_637,fully heart language this album communicates,0,0,6,44,0,0,[],[],[],[],[],[]
ct_638,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_640,third string ,0,0,2,13,2,0,[],[],[],[],[],[]
ct_641,:purple_heart::purple_heart::purple_heart:,0,0,1,42,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_644,fourth about to arrive,0,0,4,22,4,0,[],[],[],[],[],[]
ct_647,stupendo :red_heart::red_heart::red_heart::red_heart:,0,0,2,53,0,4,"['emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_648,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,64,0,2,[],[],[],[],[],[]
ct_656,!!!,0,0,1,3,0,0,[],[],[],[],[],[]
ct_657,cherry,0,0,1,6,0,0,[],[],[],[],[],[]
ct_659,:two_hearts:,0,0,1,12,0,1,['emotion'],[],[],[],[],[]
ct_660,super track,0,0,2,11,0,0,[],[],[],[],[],[]
ct_663,ethereal ,0,0,1,9,0,0,[],[],[],[],[],[]
ct_664,:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:,0,0,1,80,0,5,"['plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower']",[],[],[],[],[]
ct_666,cherry,0,0,1,6,0,0,[],[],[],[],[],[]
ct_668,cherry blossom girl :smiling_face_with_hearts:,0,0,4,46,0,1,['face-affection'],[79.75],[42.428571],[90.464286],[87.0],[51.678571]
ct_669,:cherry_blossom::cherry_blossom::cherry_blossom:,0,0,1,48,0,3,"['plant-flower', 'plant-flower', 'plant-flower']",[],[],[],[],[]
ct_670,:red_heart::red_heart::red_heart::red_heart:,0,0,1,44,0,4,"['emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_675,from above,0,0,2,10,0,0,[],[],[],[],[],[]
ct_676,:cherries::cherry_blossom::cherries::cherry_blossom::cherries::cherry_blossom::cherries::cherry_blossom:,0,0,1,104,0,8,"['food-fruit', 'food-fruit', 'food-fruit', 'food-fruit', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower']",[],[],[],[],[]
ct_677,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,0,0,1,182,0,7,"['face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection']","[79.75, 79.75, 79.75, 79.75, 79.75, 79.75, 79.75]","[42.428571, 42.428571, 42.428571, 42.428571, 42.428571, 42.428571, 42.428571]","[90.464286, 90.464286, 90.464286, 90.464286, 90.464286, 90.464286, 90.464286]","[87.0, 87.0, 87.0, 87.0, 87.0, 87.0, 87.0]","[51.678571, 51.678571, 51.678571, 51.678571, 51.678571, 51.678571, 51.678571]"
ct_679,she has alien eyes,0,0,4,18,0,0,[],[],[],[],[],[]
ct_681,is she my angel,0,1,4,15,0,0,[],[],[],[],[],[]
ct_682,cherrie and cheers all,0,0,4,22,0,0,[],[],[],[],[],[]
ct_683,:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:,0,0,1,80,0,5,"['plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower']",[],[],[],[],[]
ct_684,:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:,0,0,1,80,0,5,"['plant-flower', 'plant-flower', 'plant-flower', 'plant-flower', 'plant-flower']",[],[],[],[],[]
ct_685,:speaker_high_volume::speaker_medium_volume::speaker_high_volume:,0,0,1,65,0,3,"['sound', 'sound', 'sound']",[],[],[],[],[]
ct_686,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_687,cant look above cause it burns my eys. but she covers the sun my wife,0,2,15,69,15,0,[],[],[],[],[],[]
ct_688,that arturia is too loud,0,0,5,24,0,0,[],[],[],[],[],[]
ct_690,:horse_racing::skier::person_surfing::person_rowing_boat::person_swimming:....:mermaid:,0,0,1,87,0,6,"['person-fantasy', 'person-sport', 'person-sport', 'person-sport', 'person-sport', 'person-sport']",[],[],[],[],[]
ct_691,the air is vibrating,0,0,4,20,0,0,[],[],[],[],[],[]
ct_693,the women above the women below the makes it true,0,0,10,49,10,0,[],[],[],[],[],[]
ct_694,@the shooting star :face-red-heart-shape:,0,0,4,41,0,0,[],[],[],[],[],[]
ct_695,que manija locooo :blue_circle::white_circle::sun::white_circle::blue_circle:,0,0,4,77,0,5,"['geometric', 'geometric', 'geometric', 'geometric', 'sky & weather']",[],[],[],[],[]
ct_701,:rocket: :alien::musical_notes::tumbler_glass::smiling_face_with_sunglasses:,0,0,2,76,0,5,"['drink', 'face-costume', 'face-glasses', 'music', 'transport-air']",[56.192308],[32.961538],[85.884615],[82.923077],[46.807692]
ct_702,this music is like a cocaine head as big as dana whites head,0,0,13,60,12,0,[],[],[],[],[],[]
ct_703,great track,0,0,2,11,0,0,[],[],[],[],[],[]
ct_707,:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:,0,0,1,72,0,6,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_711,ooof bass,0,0,2,9,1,0,[],[],[],[],[],[]
ct_716,nocheufc no taco who miss wieght,0,0,6,32,6,0,[],[],[],[],[],[]
ct_717,the next song is highschool lover,0,0,6,33,0,0,[],[],[],[],[],[]
ct_718,:bomb:,0,0,1,6,0,1,['emotion'],[],[],[],[],[]
ct_719,:face-orange-raised-eyebrow:,0,0,1,28,0,0,[],[],[],[],[],[]
ct_721,:raising_hands_light_skin_tone:,0,0,1,31,0,1,[],[],[],[],[],[]
ct_722,:socialdist:,0,0,1,12,0,1,[],[],[],[],[],[]
ct_724,is melissa on the list of tracks? ,0,0,7,34,0,0,[],[],[],[],[],[]
ct_725,:robot::mechanical_arm::flying_saucer::musical_notes:,0,0,1,53,0,4,"['body-parts', 'face-costume', 'music', 'transport-air']",[],[],[],[],[]
ct_728,no @headsknow ,0,0,2,14,0,0,[],[],[],[],[],[]
ct_729,@blue_scape yes i think,0,1,4,23,0,0,[],[],[],[],[],[]
ct_731,thanks ,0,0,1,7,0,0,[],[],[],[],[],[]
ct_733,3 2 1 1 1 1,0,0,6,11,0,0,[],[],[],[],[],[]
ct_738,:fireworks: :fireworks: :fireworks:,0,0,3,35,0,3,"['event', 'event', 'event']",[],[],[],[],[]
ct_739,:elbowcough:,0,0,1,12,0,1,[],[],[],[],[],[]
ct_741,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_744,from the setlist: highschool lover - surfing on a rocket - don't be light - alone in kyoto @headsknow ,0,0,19,102,0,0,[],[],[],[],[],[]
ct_751,oh my what a selection thank you @blue_scape ,0,1,8,45,0,0,[],[],[],[],[],[]
ct_752,bass:red_heart::flying_saucer:,0,0,1,30,0,2,"['emotion', 'transport-air']",[],[],[],[],[]
ct_757,"did they already play ""all i need""?",0,1,7,35,0,0,[],[],[],[],[],[]
ct_759,those solina strings:heart_with_ribbon:,0,0,3,39,0,1,['emotion'],[],[],[],[],[]
ct_763,:shooting_star:,0,0,1,15,0,1,['sky & weather'],[],[],[],[],[]
ct_770,muto wetback como mi. es bueno ,0,0,6,31,6,0,[],[],[],[],[],[]
ct_772,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,1,66,0,0,[],[],[],[],[],[]
ct_773,:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:,0,0,1,72,0,6,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_774,youre my playground love,0,1,4,24,0,0,[],[],[],[],[],[]
ct_775,those jazzy chords:sparkling_heart::sparkling_heart:,0,0,3,52,0,2,"['emotion', 'emotion']",[],[],[],[],[]
ct_776,:musical_keyboard: :musical_keyboard: :musical_keyboard:,0,0,3,56,0,3,"['musical-instrument', 'musical-instrument', 'musical-instrument']",[],[],[],[],[]
ct_778,love is in the air,0,0,5,18,1,0,[],[],[],[],[],[]
ct_779,what was the last song?,0,0,5,23,0,0,[],[],[],[],[],[]
ct_781,alone in kyoto ,0,0,3,15,0,0,[],[],[],[],[],[]
ct_782,run it was called,0,0,4,17,0,0,[],[],[],[],[],[]
ct_785,air is breathable,0,0,3,17,0,0,[],[],[],[],[],[]
ct_787,:nail_polish:,0,0,1,13,0,1,['hand-prop'],[],[],[],[],[]
ct_788,the virgin suicides :red_heart:,0,0,4,31,0,1,['emotion'],[],[],[],[],[]
ct_789,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_791,chill & nice perfect to fk,0,0,6,26,0,0,[],[],[],[],[],[]
ct_792,serious pink floyd vibes off this one,0,0,7,37,0,0,[],[],[],[],[],[]
ct_793,such a bowl of remember berries. ,0,0,6,33,0,0,[],[],[],[],[],[]
ct_794,:red_heart::red_heart::red_heart: desde méxico,0,0,3,46,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_796,soaking in this nostalgia ,0,0,4,26,0,0,[],[],[],[],[],[]
ct_797,@blue_scape who knows...? :winking_face_with_tongue: ,0,0,4,53,0,1,['face-tongue'],[50.192308],[58.115385],[75.923077],[80.038462],[52.923077]
ct_799,please come to japan:heart_exclamation:,0,0,4,39,0,1,['emotion'],[],[],[],[],[]
ct_804,:fire:,0,0,1,6,0,1,['sky & weather'],[],[],[],[],[]
ct_807,how long is this concert ? anyone know,0,0,8,38,0,0,[],[],[],[],[],[]
ct_810,vladimir this is for you,0,0,5,24,0,0,[],[],[],[],[],[]
ct_811,two or three songs left @popcorntommy ,0,0,6,38,0,0,[],[],[],[],[],[]
ct_813,each little detail its such huge sensibility composing ,0,0,8,55,0,0,[],[],[],[],[],[]
ct_814,never ever thought it could be play live,0,0,8,40,0,0,[],[],[],[],[],[]
ct_816,and the way they are interpreting it live ooof,0,0,9,46,1,0,[],[],[],[],[],[]
ct_818,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_819,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,0,0,1,147,0,0,[],[],[],[],[],[]
ct_825,@arte concert thx again for sharing :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,7,124,1,0,[],[],[],[],[],[]
ct_827,amazing !! wanna see u guys come to strasbourg !!!!,0,0,10,51,0,0,[],[],[],[],[],[]
ct_828,:high_voltage:,0,0,1,14,0,1,['sky & weather'],[],[],[],[],[]
ct_829,:raising_hands::raising_hands::raising_hands:,0,0,1,45,0,3,"['hands', 'hands', 'hands']",[],[],[],[],[]
ct_830,:raising_hands_light_skin_tone:,0,0,1,31,0,1,[],[],[],[],[],[]
ct_833,:hand-orange-covering-eyes:,0,0,1,27,0,0,[],[],[],[],[],[]
ct_834,you guys and gals in the comments are great give yourselves a round of applause. thanks for making this even more fun,0,0,22,117,0,0,[],[],[],[],[],[]
ct_835,:flashlight: :grinning_face_with_sweat:,0,0,2,39,0,2,"['face-smiling', 'light & video']",[47.464286],[48.678571],[68.607143],[89.75],[46.25]
ct_836,:heart_with_arrow:,0,0,1,18,0,1,['emotion'],[],[],[],[],[]
ct_837,:two_hearts:,0,0,1,12,0,1,['emotion'],[],[],[],[],[]
ct_838,this is amazing!!!! :weary_cat::smiling_cat_with_heart_eyes:,0,0,4,60,0,2,"['cat-face', 'cat-face']",[],[],[],[],[]
ct_841,:revolving_hearts::revolving_hearts::revolving_hearts:,0,0,1,54,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_845,:fire: :fire: :fire:,0,0,3,20,0,3,"['sky & weather', 'sky & weather', 'sky & weather']",[],[],[],[],[]
ct_847,who are playing the background synths?,0,0,6,38,0,0,[],[],[],[],[],[]
ct_851,the drummer is perfect for them,0,0,6,31,0,0,[],[],[],[],[],[]
ct_852,caution for epileptics :black_heart:,0,0,4,36,0,1,['emotion'],[],[],[],[],[]
ct_853,:light_bulb::light_bulb::light_bulb:,0,0,1,36,0,3,"['light & video', 'light & video', 'light & video']",[],[],[],[],[]
ct_855,are they playing to a backing track of strings synths?,0,0,10,54,0,0,[],[],[],[],[],[]
ct_857,half playback,0,0,2,13,0,0,[],[],[],[],[],[]
ct_859,yes they are,0,0,3,12,0,0,[],[],[],[],[],[]
ct_862,:right_facing_fist::mending_heart::left_facing_fist:,0,0,1,52,0,3,"['emotion', 'hand-fingers-closed', 'hand-fingers-closed']",[],[],[],[],[]
ct_864,so good. wave on. ,0,0,4,18,0,0,[],[],[],[],[],[]
ct_865,such a groove ,0,0,3,14,0,0,[],[],[],[],[],[]
ct_869,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,0,0,1,125,0,0,[],[],[],[],[],[]
ct_871,:rocket-red-countdown-liftoff:,0,0,1,30,0,0,[],[],[],[],[],[]
ct_873,:hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-pink-waving:,0,0,1,220,0,0,[],[],[],[],[],[]
ct_875,:yougotthis:,0,0,1,12,0,1,[],[],[],[],[],[]
ct_876,:elbowcough::elbowcough:,0,0,1,24,0,2,[],[],[],[],[],[]
ct_877,i :red_heart: arte,0,1,3,18,1,1,['emotion'],[],[],[],[],[]
ct_878,this is so good:cat-orange-whistling:,0,0,4,37,0,0,[],[],[],[],[],[]
ct_880,a beautifully polished show! a rare gem these days...,0,0,9,53,0,0,[],[],[],[],[],[]
ct_881,:raising_hands_light_skin_tone:,0,0,1,31,0,1,[],[],[],[],[],[]
ct_882,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,160,0,5,[],[],[],[],[],[]
ct_883,fresh air as in back 1998 crazy1,0,0,7,32,1,0,[],[],[],[],[],[]
ct_885,:sparkling_heart:,0,0,1,17,0,1,['emotion'],[],[],[],[],[]
ct_886,all parts of yes!!! ,0,0,4,20,0,0,[],[],[],[],[],[]
ct_891,:face_blowing_a_kiss::smiling_face_with_heart_eyes::face_blowing_a_kiss::partying_face::disguised_face::smiling_face_with_hearts::nerd_face::smiling_face_with_hearts::smiling_face_with_sunglasses::smiling_face_with_heart_eyes:,0,0,1,226,0,10,"['face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-glasses', 'face-glasses', 'face-hat', 'face-hat']","[66.321429, 78.142857, 66.321429, 80.321429, 25.653846, 79.75, 34.5, 79.75, 56.192308, 78.142857]","[46.607143, 49.642857, 46.607143, 61.857143, 41.0, 42.428571, 37.769231, 42.428571, 32.961538, 49.642857]","[86.964286, 91.464286, 86.964286, 87.142857, 50.846154, 90.464286, 65.807692, 90.464286, 85.884615, 91.464286]","[83.5, 88.214286, 83.5, 68.785714, 25.269231, 87.0, 51.615385, 87.0, 82.923077, 88.214286]","[46.357143, 41.821429, 46.357143, 72.821429, 76.884615, 51.678571, 58.5, 51.678571, 46.807692, 41.821429]"
ct_893,alone in kyotot!!!!!,0,0,3,20,0,0,[],[],[],[],[],[]
ct_897,:clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone:,0,0,1,117,0,0,[],[],[],[],[],[]
ct_898,lost in translation ,0,0,3,20,0,0,[],[],[],[],[],[]
ct_901,:clinking_glasses:,0,0,1,18,0,1,['drink'],[],[],[],[],[]
ct_902,@blue_scape thank you ,0,0,3,22,0,0,[],[],[],[],[],[]
ct_905,:partying_face::pleading_face::winking_face_with_tongue:,0,0,1,56,0,3,"['face-concerned', 'face-hat', 'face-tongue']","[80.321429, 60.038462, 50.192308]","[61.857143, 68.576923, 58.115385]","[87.142857, 50.884615, 75.923077]","[68.785714, 66.269231, 80.038462]","[72.821429, 65.730769, 52.923077]"
ct_906,@arte concert merci ,0,0,3,20,1,0,[],[],[],[],[],[]
ct_908,:cherry_blossom:,0,0,1,16,0,1,['plant-flower'],[],[],[],[],[]
ct_909,:japanese_castle::japanese_dolls::cherry_blossom:,0,0,1,49,0,3,"['event', 'place-building', 'plant-flower']",[],[],[],[],[]
ct_910,such a beautiful track kyoto,0,0,5,28,0,0,[],[],[],[],[],[]
ct_911,immensi :red_heart:,0,0,2,19,0,1,['emotion'],[],[],[],[],[]
ct_912,:red_heart: to be lost,0,0,4,22,0,1,['emotion'],[],[],[],[],[]
ct_913,lost in translation :red_heart::red_heart::red_heart:,0,0,4,53,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_914,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,1,110,0,0,[],[],[],[],[],[]
ct_915,my favorite track :heart_with_ribbon:,0,1,4,37,0,1,['emotion'],[],[],[],[],[]
ct_917,<3,0,0,1,2,0,0,[],[],[],[],[],[]
ct_919,:two_hearts::two_hearts::two_hearts::two_hearts:,0,0,1,48,0,4,"['emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_921,thanks for bringing us such content arte,1,0,7,40,0,0,[],[],[],[],[],[]
ct_923,vive arte vive youtube:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,0,0,4,127,4,5,"['face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection']","[66.321429, 66.321429, 66.321429, 66.321429, 66.321429]","[46.607143, 46.607143, 46.607143, 46.607143, 46.607143]","[86.964286, 86.964286, 86.964286, 86.964286, 86.964286]","[83.5, 83.5, 83.5, 83.5, 83.5]","[46.357143, 46.357143, 46.357143, 46.357143, 46.357143]"
ct_926,breathtaking,0,0,1,12,0,0,[],[],[],[],[],[]
ct_927,"""for relaxing times, make it suntory times."" ",0,0,7,45,0,0,[],[],[],[],[],[]
ct_929,:eyes-pink-heart-shape:,0,0,1,23,0,0,[],[],[],[],[],[]
ct_931,pour arte hip hip hip .... ? ,0,0,7,29,0,0,[],[],[],[],[],[]
ct_933,those vocals.... ooof,0,0,3,21,1,0,[],[],[],[],[],[]
ct_935,thanks for not cutting out a song :winking_face: @arte concert ,0,0,10,63,1,1,['face-smiling'],[53.580645],[45.870968],[63.935484],[82.354839],[27.516129]
